color,team_region,player_tag,core_shots,core_goals,core_saves,core_assists,core_score,core_shooting_percentage,positioning_avg_distance_to_ball,demo_inflicted,demo_taken,winner,car_name
blue,North America,Atomic,4,0,2,0,330,0.0,2950.0,1.0,4.0,TRUE,Octane
blue,North America,JKnaps,2,0,1,1,242,0.0,3234.0,2.0,1.0,TRUE,Fennec
orange,North America,dreaz,2,0,2,0,326,0.0,2768.0,2.0,1.0,FALSE,Octane
orange,North America,mist,2,0,2,0,299,0.0,2767.0,3.0,1.0,FALSE,Octane
orange,North America,Allushin,1,0,2,0,228,0.0,3162.0,2.0,1.0,FALSE,Merc
blue,North America,JKnaps,4,1,2,0,401,25.0,3347.0,1.0,1.0,TRUE,Fennec
blue,North America,Chicago,3,1,0,2,358,33.33333333333333,2842.0,2.0,2.0,TRUE,Octane
blue,North America,Atomic,4,1,1,1,354,25.0,2809.0,0.0,0.0,TRUE,Octane
orange,North America,dreaz,3,1,3,1,463,33.33333333333333,2768.0,1.0,1.0,FALSE,Octane
orange,North America,mist,1,0,4,1,448,0.0,2803.0,1.0,2.0,FALSE,Octane
orange,North America,Allushin,3,1,1,0,296,33.33333333333333,2895.0,1.0,0.0,FALSE,Octane
blue,North America,JKnaps,6,2,2,0,532,33.33333333333333,3113.0,1.0,1.0,TRUE,Fennec
blue,North America,Atomic,4,0,1,2,332,0.0,3110.0,1.0,2.0,TRUE,Octane
blue,North America,Chicago,5,1,0,0,238,20.0,2954.0,0.0,1.0,TRUE,Octane
orange,North America,mist,2,0,4,0,435,0.0,2728.0,0.0,1.0,FALSE,Octane
orange,North America,Allushin,1,0,3,0,332,0.0,2836.0,2.0,0.0,FALSE,Fennec
orange,North America,dreaz,2,0,1,0,277,0.0,2623.0,2.0,1.0,FALSE,Octane
blue,North America,Atomic,3,1,3,3,634,33.33333333333333,2777.0,4.0,3.0,TRUE,Octane
blue,North America,JKnaps,4,2,3,0,606,50.0,3174.0,1.0,1.0,TRUE,Fennec
blue,North America,Chicago,2,1,1,1,421,50.0,2709.0,2.0,0.0,TRUE,Octane
orange,North America,mist,5,2,3,0,568,40.0,3171.0,2.0,3.0,FALSE,Octane
orange,North America,Allushin,4,1,1,2,426,25.0,3151.0,2.0,1.0,FALSE,Octane
orange,North America,dreaz,3,0,0,0,180,0.0,2984.0,0.0,3.0,FALSE,Octane
blue,South America,caard,2,1,2,0,483,50.0,2953.0,2.0,0.0,FALSE,Octane
blue,South America,yanxnz,3,1,2,0,385,33.33333333333333,2670.0,0.0,1.0,FALSE,Octane
blue,South America,CaioTG1,1,0,1,2,292,0.0,2981.0,0.0,1.0,FALSE,Octane
orange,Europe,itachi,6,2,0,0,443,33.33333333333333,2652.0,0.0,1.0,TRUE,Fennec
orange,Europe,noly,3,1,1,1,370,33.33333333333333,2703.0,1.0,0.0,TRUE,Octane
orange,Europe,AztraL,2,0,0,1,208,0.0,2978.0,1.0,1.0,TRUE,Octane
blue,South America,CaioTG1,2,1,2,2,481,50.0,2896.0,1.0,0.0,TRUE,Octane
blue,South America,caard,4,2,0,0,328,50.0,2817.0,0.0,0.0,TRUE,Octane
blue,South America,yanxnz,0,0,0,1,190,0.0,2942.0,0.0,0.0,TRUE,Octane
orange,Europe,itachi,1,1,0,0,300,100.0,2476.0,0.0,0.0,FALSE,Fennec
orange,Europe,AztraL,1,0,2,0,241,0.0,2493.0,0.0,0.0,FALSE,Octane
orange,Europe,noly,1,0,0,1,190,0.0,2789.0,0.0,1.0,FALSE,Octane
blue,South America,caard,5,2,2,0,506,40.0,2800.0,0.0,0.0,TRUE,Octane
blue,South America,CaioTG1,2,1,3,1,467,50.0,2486.0,0.0,1.0,TRUE,Octane
blue,South America,yanxnz,4,0,1,1,241,0.0,2922.0,2.0,1.0,TRUE,Octane
orange,Europe,itachi,3,1,2,0,407,33.33333333333333,2503.0,0.0,2.0,FALSE,Fennec
orange,Europe,AztraL,4,0,3,0,405,0.0,2571.0,1.0,0.0,FALSE,Octane
orange,Europe,noly,0,0,1,1,204,0.0,3055.0,1.0,0.0,FALSE,Octane
blue,South America,yanxnz,0,0,5,2,593,0.0,2744.0,1.0,3.0,TRUE,Octane
blue,South America,CaioTG1,3,1,1,0,349,33.33333333333333,2677.0,2.0,2.0,TRUE,Octane
blue,South America,caard,1,1,2,0,318,100.0,2781.0,0.0,2.0,TRUE,Octane
orange,Europe,itachi,5,1,0,0,318,20.0,2416.0,0.0,2.0,FALSE,Fennec
orange,Europe,AztraL,2,0,2,0,289,0.0,2563.0,3.0,0.0,FALSE,Octane
orange,Europe,noly,3,0,0,1,170,0.0,2989.0,4.0,1.0,FALSE,Octane
blue,South America,CaioTG1,4,2,0,1,428,50.0,2733.0,0.0,1.0,TRUE,Octane
blue,South America,yanxnz,1,0,2,1,327,0.0,2653.0,1.0,0.0,TRUE,Octane
blue,South America,caard,1,1,0,1,296,100.0,2780.0,0.0,1.0,TRUE,Octane
orange,Europe,itachi,2,2,1,0,372,100.0,2441.0,1.0,1.0,FALSE,Fennec
orange,Europe,AztraL,2,0,2,1,308,0.0,2632.0,0.0,0.0,FALSE,Octane
orange,Europe,noly,1,0,0,1,224,0.0,2926.0,1.0,0.0,FALSE,Octane
blue,North America,AYYJAYY,4,1,4,1,606,25.0,2883.0,1.0,2.0,FALSE,Octane
blue,North America,Firstkiller,5,0,2,1,453,0.0,2935.0,1.0,3.0,FALSE,Octane
blue,North America,Sypical,3,1,2,0,403,33.33333333333333,3048.0,0.0,2.0,FALSE,Fennec
orange,South America,Aztromick,6,1,4,1,664,16.666666666666664,2915.0,3.0,2.0,TRUE,Fennec
orange,South America,Lostt,3,1,3,0,515,33.33333333333333,2799.0,2.0,0.0,TRUE,Octane
orange,South America,kv1,3,1,2,1,489,33.33333333333333,3520.0,2.0,0.0,TRUE,Fennec
blue,North America,Firstkiller,3,1,1,0,387,33.33333333333333,2685.0,0.0,0.0,FALSE,Octane
blue,North America,AYYJAYY,0,0,3,1,368,0.0,2894.0,1.0,0.0,FALSE,Octane
blue,North America,Sypical,4,1,1,0,327,25.0,3093.0,1.0,1.0,FALSE,Fennec
orange,South America,kv1,6,2,0,1,452,33.33333333333333,3365.0,1.0,1.0,TRUE,Fennec
orange,South America,Lostt,1,1,1,1,400,100.0,2954.0,0.0,1.0,TRUE,Octane
orange,South America,Aztromick,2,0,1,1,255,0.0,2902.0,0.0,0.0,TRUE,Fennec
blue,North America,Firstkiller,5,0,3,1,494,0.0,2823.0,1.0,1.0,TRUE,Octane
blue,North America,Sypical,3,2,1,1,446,66.66666666666666,3165.0,1.0,2.0,TRUE,Fennec
blue,North America,AYYJAYY,4,1,0,1,290,25.0,2858.0,0.0,2.0,TRUE,Octane
orange,South America,Aztromick,3,1,1,0,276,33.33333333333333,2871.0,2.0,0.0,FALSE,Fennec
orange,South America,kv1,0,0,2,1,244,0.0,3043.0,2.0,1.0,FALSE,Fennec
orange,South America,Lostt,3,0,1,0,204,0.0,2843.0,1.0,1.0,FALSE,Octane
blue,North America,Sypical,3,3,1,0,557,100.0,2700.0,1.0,2.0,TRUE,Fennec
blue,North America,Firstkiller,1,0,3,1,343,0.0,2666.0,1.0,1.0,TRUE,Octane
blue,North America,AYYJAYY,0,0,3,1,317,0.0,2805.0,0.0,1.0,TRUE,Octane
orange,South America,kv1,1,1,1,0,345,100.0,3436.0,0.0,0.0,FALSE,Fennec
orange,South America,Lostt,5,0,0,0,164,0.0,2599.0,2.0,0.0,FALSE,Octane
orange,South America,Aztromick,1,0,0,0,144,0.0,3096.0,2.0,2.0,FALSE,Octane
blue,Middle East & North Africa,trk511,4,1,2,0,404,25.0,2978.0,1.0,1.0,FALSE,Fennec
blue,Middle East & North Africa,oKhaliD,1,0,3,1,361,0.0,2727.0,0.0,0.0,FALSE,Fennec
blue,Middle East & North Africa,Ahmad,2,0,1,0,190,0.0,2761.0,1.0,0.0,FALSE,Octane
orange,Europe,ApparentlyJack,4,2,1,1,487,50.0,2908.0,0.0,0.0,TRUE,Octane
orange,Europe,Joreuz,4,1,1,0,417,25.0,2633.0,0.0,1.0,TRUE,Octane
orange,Europe,Scrub Killa,2,0,2,1,277,0.0,2977.0,1.0,1.0,TRUE,Octane
blue,Middle East & North Africa,Ahmad,4,2,3,0,536,50.0,2855.0,1.0,1.0,TRUE,Octane
blue,Middle East & North Africa,trk511,3,2,0,1,444,66.66666666666666,2772.0,1.0,2.0,TRUE,Fennec
blue,Middle East & North Africa,oKhaliD,2,0,1,1,230,0.0,2937.0,1.0,2.0,TRUE,Fennec
orange,Europe,ApparentlyJack,0,0,3,0,340,0.0,2795.0,3.0,0.0,FALSE,Octane
orange,Europe,Joreuz,3,0,0,0,196,0.0,2706.0,0.0,3.0,FALSE,Octane
orange,Europe,Scrub Killa,2,0,1,0,152,0.0,2846.0,2.0,0.0,FALSE,Octane
blue,Middle East & North Africa,Ahmad,2,1,4,0,488,50.0,2795.0,1.0,2.0,FALSE,Octane
blue,Middle East & North Africa,trk511,4,0,2,0,268,0.0,2910.0,2.0,3.0,FALSE,Fennec
blue,Middle East & North Africa,oKhaliD,2,0,1,0,255,0.0,2816.0,0.0,1.0,FALSE,Fennec
orange,Europe,Scrub Killa,3,0,5,1,500,0.0,3124.0,3.0,1.0,TRUE,Octane
orange,Europe,Joreuz,4,1,0,1,398,25.0,3260.0,1.0,1.0,TRUE,Octane
orange,Europe,ApparentlyJack,5,1,0,0,266,20.0,2719.0,2.0,1.0,TRUE,Octane
blue,Middle East & North Africa,trk511,4,1,1,0,537,25.0,2908.0,2.0,1.0,TRUE,Fennec
blue,Middle East & North Africa,oKhaliD,3,1,2,0,454,33.33333333333333,2902.0,1.0,1.0,TRUE,Fennec
blue,Middle East & North Africa,Ahmad,8,0,0,2,326,0.0,3128.0,2.0,4.0,TRUE,Octane
orange,Europe,Scrub Killa,2,1,6,0,798,50.0,2895.0,1.0,2.0,FALSE,Octane
orange,Europe,ApparentlyJack,1,0,4,0,487,0.0,2923.0,5.0,3.0,FALSE,Octane
orange,Europe,Joreuz,1,0,2,0,377,0.0,2973.0,0.0,0.0,FALSE,Octane
blue,Middle East & North Africa,Ahmad,5,2,3,0,565,40.0,2811.0,1.0,0.0,TRUE,Octane
blue,Middle East & North Africa,oKhaliD,2,1,2,0,372,50.0,3024.0,0.0,1.0,TRUE,Fennec
blue,Middle East & North Africa,trk511,1,0,0,2,274,0.0,2827.0,2.0,0.0,TRUE,Fennec
orange,Europe,ApparentlyJack,0,0,2,0,390,0.0,2930.0,0.0,2.0,FALSE,Octane
orange,Europe,Joreuz,4,0,1,0,168,0.0,2687.0,1.0,0.0,FALSE,Octane
orange,Europe,Scrub Killa,2,0,0,0,126,0.0,3385.0,0.0,1.0,FALSE,Octane
blue,Middle East & North Africa,Ahmad,4,3,1,1,678,75.0,3483.0,0.0,2.0,TRUE,Octane
blue,Middle East & North Africa,oKhaliD,3,1,1,2,493,33.33333333333333,2844.0,0.0,1.0,TRUE,Fennec
blue,Middle East & North Africa,trk511,0,0,0,1,146,0.0,2715.0,2.0,0.0,TRUE,Fennec
orange,Europe,Joreuz,3,1,1,0,373,33.33333333333333,2944.0,0.0,0.0,FALSE,Octane
orange,Europe,ApparentlyJack,1,0,1,1,237,0.0,2881.0,1.0,1.0,FALSE,Octane
orange,Europe,Scrub Killa,1,0,0,0,176,0.0,2849.0,2.0,1.0,FALSE,Octane
blue,North America,Chicago,2,1,3,0,495,50.0,2676.0,1.0,0.0,TRUE,Octane
blue,North America,JKnaps,2,1,2,0,401,50.0,3007.0,1.0,1.0,TRUE,Fennec
blue,North America,Atomic,0,0,1,1,193,0.0,3036.0,1.0,0.0,TRUE,Octane
orange,South America,caard,4,1,0,0,250,25.0,3019.0,1.0,1.0,FALSE,Octane
orange,South America,CaioTG1,3,0,1,0,238,0.0,2837.0,0.0,0.0,FALSE,Octane
orange,South America,yanxnz,3,0,0,1,206,0.0,2791.0,0.0,2.0,FALSE,Octane
blue,North America,Chicago,11,2,2,1,642,18.181818181818183,2681.0,1.0,0.0,FALSE,Octane
blue,North America,JKnaps,1,0,1,2,318,0.0,3102.0,1.0,1.0,FALSE,Fennec
blue,North America,Atomic,3,1,0,0,276,33.33333333333333,2888.0,0.0,0.0,FALSE,Octane
orange,South America,caard,0,0,7,2,806,0.0,2692.0,0.0,2.0,TRUE,Octane
orange,South America,yanxnz,5,3,1,1,752,60.0,2744.0,1.0,0.0,TRUE,Octane
orange,South America,CaioTG1,3,1,3,0,490,33.33333333333333,2833.0,0.0,0.0,TRUE,Octane
blue,North America,Atomic,5,3,2,1,766,60.0,2844.0,2.0,1.0,TRUE,Octane
blue,North America,Chicago,4,1,1,3,503,25.0,2744.0,1.0,0.0,TRUE,Octane
blue,North America,JKnaps,4,0,1,0,217,0.0,3043.0,1.0,1.0,TRUE,Fennec
orange,South America,caard,1,0,4,0,399,0.0,2626.0,1.0,0.0,FALSE,Octane
orange,South America,yanxnz,3,1,1,1,377,33.33333333333333,2994.0,1.0,2.0,FALSE,Octane
orange,South America,CaioTG1,2,1,0,1,348,50.0,2693.0,0.0,2.0,FALSE,Octane
blue,North America,Chicago,6,2,2,0,526,33.33333333333333,3053.0,2.0,2.0,TRUE,Octane
blue,North America,JKnaps,6,0,1,2,394,0.0,2840.0,3.0,1.0,TRUE,Fennec
blue,North America,Atomic,0,0,0,0,162,0.0,2879.0,2.0,0.0,TRUE,Octane
orange,South America,caard,3,1,3,0,524,33.33333333333333,2684.0,2.0,5.0,FALSE,Octane
orange,South America,CaioTG1,1,0,4,0,411,0.0,2673.0,1.0,2.0,FALSE,Octane
orange,South America,yanxnz,1,0,1,0,282,0.0,2899.0,0.0,0.0,FALSE,Octane
blue,North America,Chicago,8,2,2,0,549,25.0,2770.0,1.0,0.0,FALSE,Octane
blue,North America,Atomic,2,0,4,1,490,0.0,2842.0,1.0,1.0,FALSE,Octane
blue,North America,JKnaps,1,0,1,1,320,0.0,2714.0,3.0,0.0,FALSE,Fennec
orange,South America,CaioTG1,3,1,3,1,529,33.33333333333333,2964.0,0.0,1.0,TRUE,Octane
orange,South America,caard,3,1,2,1,520,33.33333333333333,2898.0,1.0,4.0,TRUE,Octane
orange,South America,yanxnz,6,1,2,0,398,16.666666666666664,2945.0,0.0,0.0,TRUE,Fennec
blue,North America,Chicago,7,1,6,1,915,14.285714285714285,2547.0,1.0,2.0,TRUE,Octane
blue,North America,Atomic,2,0,4,0,624,0.0,2683.0,0.0,0.0,TRUE,Octane
blue,North America,JKnaps,4,1,3,1,623,25.0,3028.0,0.0,2.0,TRUE,Fennec
orange,South America,caard,6,0,6,0,633,0.0,2918.0,2.0,0.0,FALSE,Octane
orange,South America,CaioTG1,5,1,2,0,580,20.0,2867.0,2.0,1.0,FALSE,Octane
orange,South America,yanxnz,5,0,1,1,501,0.0,2655.0,0.0,0.0,FALSE,Fennec
blue,North America,Firstkiller,5,1,1,0,423,20.0,2823.0,0.0,1.0,TRUE,Octane
blue,North America,Sypical,0,0,2,1,332,0.0,2837.0,1.0,0.0,TRUE,Ecto-1
blue,North America,AYYJAYY,4,0,1,0,300,0.0,2576.0,0.0,1.0,TRUE,Octane
orange,Middle East & North Africa,Ahmad,2,0,3,0,365,0.0,3124.0,1.0,0.0,FALSE,Octane
orange,Middle East & North Africa,oKhaliD,3,0,2,0,331,0.0,2774.0,0.0,0.0,FALSE,Fennec
orange,Middle East & North Africa,trk511,1,0,1,0,160,0.0,2863.0,1.0,1.0,FALSE,Fennec
blue,North America,AYYJAYY,1,1,6,0,747,100.0,2919.0,1.0,2.0,TRUE,Octane
blue,North America,Firstkiller,4,0,1,0,330,0.0,2654.0,0.0,1.0,TRUE,Octane
blue,North America,Sypical,1,0,0,1,282,0.0,3017.0,0.0,0.0,TRUE,Ecto-1
orange,Middle East & North Africa,oKhaliD,4,0,2,0,390,0.0,2892.0,0.0,0.0,FALSE,Fennec
orange,Middle East & North Africa,trk511,2,0,1,0,329,0.0,2940.0,1.0,0.0,FALSE,Fennec
orange,Middle East & North Africa,Ahmad,1,0,1,0,231,0.0,3038.0,2.0,1.0,FALSE,Octane
blue,North America,Firstkiller,10,4,0,2,897,40.0,2874.0,1.0,1.0,TRUE,Octane
blue,North America,Sypical,5,2,0,2,468,40.0,3239.0,0.0,1.0,TRUE,Ecto-1
blue,North America,AYYJAYY,1,0,0,0,96,0.0,2907.0,2.0,1.0,TRUE,Octane
orange,Middle East & North Africa,Ahmad,2,1,3,0,404,50.0,2851.0,0.0,1.0,FALSE,Octane
orange,Middle East & North Africa,trk511,0,0,1,1,230,0.0,2912.0,1.0,1.0,FALSE,Fennec
orange,Middle East & North Africa,oKhaliD,0,0,1,0,128,0.0,2813.0,2.0,1.0,FALSE,Fennec
blue,North America,AYYJAYY,2,0,6,3,716,0.0,2830.0,1.0,2.0,TRUE,Octane
blue,North America,Sypical,5,2,0,0,380,40.0,2860.0,0.0,1.0,TRUE,Ecto-1
blue,North America,Firstkiller,5,1,1,0,302,20.0,2478.0,4.0,1.0,TRUE,Octane
orange,Middle East & North Africa,trk511,3,1,3,1,574,33.33333333333333,2687.0,2.0,2.0,FALSE,Fennec
orange,Middle East & North Africa,oKhaliD,2,0,3,0,369,0.0,2643.0,1.0,2.0,FALSE,Fennec
orange,Middle East & North Africa,Ahmad,5,1,1,1,357,20.0,2560.0,1.0,1.0,FALSE,Octane
blue,North America,mist,5,1,3,0,452,20.0,2783.0,1.0,0.0,TRUE,Octane
blue,North America,dreaz,2,0,2,2,415,0.0,2946.0,1.0,3.0,TRUE,Ecto-1
blue,North America,Allushin,2,1,0,0,246,50.0,2916.0,2.0,2.0,TRUE,Octane
orange,Europe,itachi,4,0,2,0,399,0.0,2483.0,0.0,0.0,FALSE,Fennec
orange,Europe,AztraL,2,0,2,0,263,0.0,2578.0,1.0,1.0,FALSE,Fennec
orange,Europe,noly,0,0,0,0,64,0.0,3188.0,4.0,3.0,FALSE,Octane
blue,North America,Allushin,2,0,2,1,315,0.0,2687.0,1.0,0.0,FALSE,Octane
blue,North America,mist,3,1,0,0,266,33.33333333333333,2832.0,0.0,0.0,FALSE,Octane
blue,North America,dreaz,0,0,1,0,211,0.0,2911.0,0.0,3.0,FALSE,Ecto-1
orange,Europe,itachi,4,2,1,1,507,50.0,2830.0,0.0,1.0,TRUE,Fennec
orange,Europe,AztraL,4,2,1,1,496,50.0,2743.0,2.0,0.0,TRUE,Fennec
orange,Europe,noly,2,0,0,0,170,0.0,3273.0,1.0,0.0,TRUE,Octane
blue,North America,mist,1,1,1,2,431,100.0,2821.0,1.0,1.0,TRUE,Octane
blue,North America,dreaz,2,1,1,0,272,50.0,2944.0,0.0,1.0,TRUE,Octane
blue,North America,Allushin,2,1,0,0,222,50.0,2767.0,1.0,1.0,TRUE,Octane
orange,Europe,noly,3,1,0,0,262,33.33333333333333,2982.0,1.0,1.0,FALSE,Octane
orange,Europe,AztraL,0,0,1,0,234,0.0,2751.0,2.0,0.0,FALSE,Fennec
orange,Europe,itachi,3,0,0,1,180,0.0,2835.0,0.0,1.0,FALSE,Fennec
blue,North America,Allushin,2,1,3,0,481,50.0,2778.0,1.0,0.0,FALSE,Octane
blue,North America,mist,5,0,3,1,446,0.0,2830.0,1.0,2.0,FALSE,Octane
blue,North America,dreaz,2,0,1,0,267,0.0,2876.0,1.0,0.0,FALSE,Octane
orange,Europe,itachi,3,1,4,0,637,33.33333333333333,2459.0,1.0,1.0,TRUE,Fennec
orange,Europe,AztraL,6,1,2,0,564,16.666666666666664,2634.0,0.0,1.0,TRUE,Fennec
orange,Europe,noly,2,0,1,1,298,0.0,3055.0,1.0,1.0,TRUE,Octane
blue,North America,mist,0,0,4,0,403,0.0,2738.0,1.0,2.0,FALSE,Octane
blue,North America,Allushin,0,0,1,0,206,0.0,2714.0,0.0,2.0,FALSE,Octane
blue,North America,dreaz,2,0,0,0,96,0.0,2913.0,1.0,0.0,FALSE,Octane
orange,Europe,itachi,1,1,1,0,270,100.0,2576.0,2.0,2.0,TRUE,Fennec
orange,Europe,AztraL,2,0,0,1,240,0.0,2900.0,2.0,0.0,TRUE,Fennec
orange,Europe,noly,4,0,1,0,205,0.0,2872.0,0.0,0.0,TRUE,Octane
blue,North America,dreaz,0,0,3,0,263,0.0,2951.0,0.0,3.0,FALSE,Octane
blue,North America,mist,3,0,1,0,220,0.0,2878.0,1.0,0.0,FALSE,Octane
blue,North America,Allushin,1,0,0,0,116,0.0,2952.0,0.0,3.0,FALSE,Octane
orange,Europe,itachi,2,1,2,2,495,50.0,2774.0,1.0,0.0,TRUE,Fennec
orange,Europe,AztraL,4,1,1,1,394,25.0,2634.0,4.0,0.0,TRUE,Fennec
orange,Europe,noly,2,1,1,0,325,50.0,3151.0,1.0,1.0,TRUE,Octane
blue,South America,Aztromick,4,1,5,1,581,25.0,3008.0,2.0,0.0,TRUE,Octane
blue,South America,Lostt,4,2,1,1,544,50.0,2462.0,1.0,1.0,TRUE,Octane
blue,South America,kv1,0,0,2,1,272,0.0,3406.0,0.0,2.0,TRUE,Fennec
orange,Europe,Scrub Killa,0,0,3,2,468,0.0,3063.0,2.0,2.0,FALSE,Octane
orange,Europe,Joreuz,6,1,1,0,420,16.666666666666664,2928.0,0.0,1.0,FALSE,Octane
orange,Europe,ApparentlyJack,4,1,1,0,293,25.0,3046.0,1.0,0.0,FALSE,Octane
blue,South America,Aztromick,2,0,2,0,264,0.0,2679.0,0.0,0.0,FALSE,Octane
blue,South America,kv1,1,0,2,0,233,0.0,3250.0,0.0,1.0,FALSE,Fennec
blue,South America,Lostt,2,0,1,0,197,0.0,2674.0,1.0,0.0,FALSE,Octane
orange,Europe,ApparentlyJack,2,1,3,1,595,50.0,2548.0,0.0,0.0,TRUE,Octane
orange,Europe,Joreuz,5,2,0,0,460,40.0,2903.0,0.0,1.0,TRUE,Octane
orange,Europe,Scrub Killa,2,0,2,0,264,0.0,2738.0,1.0,0.0,TRUE,Octane
blue,South America,Aztromick,2,1,3,0,439,50.0,3028.0,1.0,0.0,TRUE,Octane
blue,South America,Lostt,4,0,2,1,363,0.0,2632.0,0.0,1.0,TRUE,Octane
blue,South America,kv1,0,0,2,0,175,0.0,3545.0,1.0,0.0,TRUE,Fennec
orange,Europe,ApparentlyJack,4,0,2,0,301,0.0,2651.0,0.0,1.0,FALSE,Octane
orange,Europe,Scrub Killa,2,0,1,0,225,0.0,2913.0,0.0,0.0,FALSE,Octane
orange,Europe,Joreuz,4,0,0,0,180,0.0,3054.0,1.0,1.0,FALSE,Octane
blue,South America,Lostt,1,1,3,0,391,100.0,2818.0,3.0,2.0,FALSE,Octane
blue,South America,Aztromick,1,0,2,0,289,0.0,2624.0,0.0,2.0,FALSE,Octane
blue,South America,kv1,0,0,1,0,166,0.0,3398.0,2.0,2.0,FALSE,Fennec
orange,Europe,Joreuz,4,3,0,0,489,75.0,3257.0,1.0,3.0,TRUE,Octane
orange,Europe,ApparentlyJack,1,1,0,0,244,100.0,2826.0,3.0,2.0,TRUE,Octane
orange,Europe,Scrub Killa,4,0,1,1,242,0.0,3168.0,2.0,0.0,TRUE,Octane
blue,South America,Lostt,2,1,1,0,392,50.0,2557.0,1.0,1.0,TRUE,Octane
blue,South America,kv1,2,0,2,2,331,0.0,3071.0,1.0,1.0,TRUE,Fennec
blue,South America,Aztromick,2,1,0,0,277,50.0,3231.0,3.0,0.0,TRUE,Octane
orange,Europe,ApparentlyJack,3,0,1,1,240,0.0,2925.0,2.0,2.0,FALSE,Octane
orange,Europe,Scrub Killa,2,1,0,0,232,50.0,3011.0,0.0,1.0,FALSE,Octane
orange,Europe,Joreuz,1,0,1,0,204,0.0,3097.0,0.0,2.0,FALSE,Octane
blue,South America,kv1,2,2,2,1,567,100.0,3257.0,1.0,1.0,TRUE,Fennec
blue,South America,Aztromick,2,0,3,2,463,0.0,2890.0,4.0,2.0,TRUE,Octane
blue,South America,Lostt,5,2,0,1,380,40.0,2231.0,0.0,1.0,TRUE,Octane
orange,Europe,Joreuz,6,1,2,0,348,16.666666666666664,3104.0,0.0,1.0,FALSE,Octane
orange,Europe,ApparentlyJack,3,0,1,0,178,0.0,3077.0,0.0,2.0,FALSE,Octane
orange,Europe,Scrub Killa,2,0,1,0,134,0.0,2995.0,4.0,2.0,FALSE,Octane
blue,Middle East & North Africa,trk511,2,0,3,1,411,0.0,2669.0,1.0,1.0,FALSE,Fennec
blue,Middle East & North Africa,oKhaliD,1,0,2,0,357,0.0,2555.0,0.0,0.0,FALSE,Fennec
blue,Middle East & North Africa,Ahmad,5,1,1,0,320,20.0,2806.0,1.0,1.0,FALSE,Octane
orange,Europe,itachi,2,2,2,0,424,100.0,2503.0,1.0,0.0,TRUE,Fennec
orange,Europe,AztraL,5,0,2,0,356,0.0,2725.0,0.0,1.0,TRUE,Fennec
orange,Europe,noly,3,0,1,2,333,0.0,2957.0,1.0,1.0,TRUE,Octane
blue,Middle East & North Africa,trk511,4,0,3,0,357,0.0,2656.0,0.0,1.0,FALSE,Fennec
blue,Middle East & North Africa,oKhaliD,3,0,1,0,334,0.0,2839.0,0.0,1.0,FALSE,Fennec
blue,Middle East & North Africa,Ahmad,3,0,1,0,183,0.0,3046.0,1.0,1.0,FALSE,Octane
orange,Europe,itachi,5,1,3,0,582,20.0,2417.0,0.0,0.0,TRUE,Fennec
orange,Europe,AztraL,2,0,2,1,420,0.0,2869.0,2.0,0.0,TRUE,Fennec
orange,Europe,noly,1,0,1,0,157,0.0,3135.0,1.0,1.0,TRUE,Octane
blue,Middle East & North Africa,oKhaliD,2,1,2,0,459,50.0,2843.0,0.0,1.0,TRUE,Fennec
blue,Middle East & North Africa,Ahmad,1,1,1,1,364,100.0,2855.0,1.0,2.0,TRUE,Octane
blue,Middle East & North Africa,trk511,5,1,0,1,326,20.0,2922.0,0.0,2.0,TRUE,Fennec
orange,Europe,AztraL,2,0,3,0,411,0.0,2511.0,2.0,0.0,FALSE,Fennec
orange,Europe,itachi,0,0,1,0,215,0.0,2525.0,1.0,1.0,FALSE,Fennec
orange,Europe,noly,2,0,1,0,164,0.0,3234.0,2.0,0.0,FALSE,Octane
blue,Middle East & North Africa,trk511,1,1,4,0,552,100.0,2409.0,1.0,1.0,TRUE,Fennec
blue,Middle East & North Africa,Ahmad,1,0,1,1,233,0.0,2709.0,0.0,1.0,TRUE,Octane
blue,Middle East & North Africa,oKhaliD,0,0,1,0,232,0.0,2852.0,0.0,1.0,TRUE,Fennec
orange,Europe,AztraL,3,0,1,0,196,0.0,2450.0,0.0,0.0,FALSE,Fennec
orange,Europe,noly,4,0,0,0,192,0.0,2771.0,2.0,0.0,FALSE,Octane
orange,Europe,itachi,1,0,0,0,116,0.0,2527.0,1.0,1.0,FALSE,Fennec
blue,Middle East & North Africa,oKhaliD,4,1,3,0,505,25.0,2534.0,2.0,0.0,FALSE,Fennec
blue,Middle East & North Africa,trk511,4,0,1,1,252,0.0,2855.0,1.0,1.0,FALSE,Fennec
blue,Middle East & North Africa,Ahmad,0,0,1,0,199,0.0,2848.0,1.0,1.0,FALSE,Octane
orange,Europe,noly,2,1,2,1,475,50.0,2836.0,1.0,1.0,TRUE,Octane
orange,Europe,itachi,4,0,4,0,427,0.0,2568.0,0.0,0.0,TRUE,Fennec
orange,Europe,AztraL,1,1,1,0,291,100.0,2719.0,1.0,3.0,TRUE,Fennec
blue,Middle East & North Africa,oKhaliD,1,0,3,0,435,0.0,3155.0,0.0,1.0,FALSE,Fennec
blue,Middle East & North Africa,trk511,4,0,2,0,356,0.0,2477.0,1.0,3.0,FALSE,Fennec
blue,Middle East & North Africa,Ahmad,2,0,2,0,307,0.0,2966.0,1.0,1.0,FALSE,Octane
orange,Europe,itachi,3,0,1,1,406,0.0,2633.0,0.0,0.0,TRUE,Fennec
